latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-25.376,-53.005,315.8,1.1,1,2021-02-22,1350,T,59,6.0NRT,300.5,6.5,D
-25.484,-52.953,323.1,1.1,1,2021-02-22,1350,T,76,6.0NRT,304.6,10.5,D
-25.486,-52.943,327.1,1.1,1,2021-02-22,1350,T,80,6.0NRT,305.7,16.3,D
-25.977,-49.791,317.9,1.6,1.2,2021-02-22,1350,T,75,6.0NRT,296,24.3,D
-25.985,-50.423,321.8,1.4,1.2,2021-02-22,1350,T,78,6.0NRT,301.8,25.1,D
-25.987,-50.408,314,1.4,1.2,2021-02-22,1350,T,57,6.0NRT,299.1,12.4,D
-25.996,-50.424,344.6,1.4,1.2,2021-02-22,1350,T,93,6.0NRT,298.6,77,D
-25.997,-50.41,334.7,1.4,1.2,2021-02-22,1350,T,88,6.0NRT,300.8,49.1,D
-23.768,-64.268,317,3.6,1.8,2021-02-22,1350,T,55,6.0NRT,295.5,48.7,D
-23.775,-64.233,327.8,3.6,1.8,2021-02-22,1350,T,79,6.0NRT,295,113.4,D
-23.783,-64.241,326.1,3.6,1.8,2021-02-22,1350,T,77,6.0NRT,295,99.3,D
-24.957,-58.177,317.9,1.3,1.1,2021-02-22,1350,T,64,6.0NRT,300.8,12.3,D
-26.114,-54.615,325.4,1,1,2021-02-22,1350,T,78,6.0NRT,299.3,17.1,D
-26.116,-54.605,320.4,1,1,2021-02-22,1350,T,71,6.0NRT,298.3,11.7,D
-26.122,-54.627,314.9,1,1,2021-02-22,1350,T,46,6.0NRT,297.7,7,D
-26.21,-54.526,317.8,1,1,2021-02-22,1350,T,67,6.0NRT,299.6,10,D
-26.077,-57.183,322.3,1.1,1.1,2021-02-22,1350,T,71,6.0NRT,305.1,11,D
-26.079,-57.172,319.1,1.1,1.1,2021-02-22,1350,T,65,6.0NRT,304.3,7.1,D
-26.507,-54.757,319.2,1,1,2021-02-22,1350,T,46,6.0NRT,304.5,10.6,D
-27.167,-49.507,318.7,1.7,1.3,2021-02-22,1350,T,75,6.0NRT,296.8,24.8,D
-26.625,-54.003,330,1,1,2021-02-22,1350,T,82,6.0NRT,298.6,22.6,D
-26.725,-53.274,316.7,1.1,1,2021-02-22,1350,T,67,6.0NRT,299.4,7.7,D
-26.915,-52.125,312.9,1.2,1.1,2021-02-22,1350,T,61,6.0NRT,297.3,8.3,D
-26.974,-51.82,308.4,1.2,1.1,2021-02-22,1350,T,33,6.0NRT,295.8,6.4,D
-26.976,-51.808,313.7,1.2,1.1,2021-02-22,1350,T,63,6.0NRT,295.3,11.2,D
-26.995,-51.734,323,1.2,1.1,2021-02-22,1350,T,77,6.0NRT,297.4,22.4,D
-26.996,-51.721,349.8,1.2,1.1,2021-02-22,1350,T,95,6.0NRT,299.2,79,D
-26.7,-54.25,333,1,1,2021-02-22,1350,T,85,6.0NRT,297.4,27.4,D
-26.709,-54.252,317.4,1,1,2021-02-22,1350,T,65,6.0NRT,297,9.9,D
-27.201,-50.663,310.5,1.4,1.2,2021-02-22,1350,T,59,6.0NRT,295.2,11.4,D
-27.342,-50.51,330.6,1.5,1.2,2021-02-22,1350,T,85,6.0NRT,296.5,45.3,D
-27.353,-50.512,323.2,1.5,1.2,2021-02-22,1350,T,79,6.0NRT,295.6,32,D
-26.864,-54.457,315.8,1,1,2021-02-22,1350,T,59,6.0NRT,299.1,7.3,D
-26.586,-56.773,323.4,1.1,1,2021-02-22,1350,T,71,6.0NRT,303,12.5,D
-27.475,-50.851,312.4,1.4,1.2,2021-02-22,1350,T,59,6.0NRT,297.1,13.1,D
-27.476,-50.836,314.7,1.4,1.2,2021-02-22,1350,T,60,6.0NRT,295.6,16.1,D
-26.442,-58.798,320.6,1.3,1.1,2021-02-22,1350,T,67,6.0NRT,301.3,15.1,D
-26.585,-62.36,316.9,2.3,1.5,2021-02-22,1350,T,35,6.0NRT,301,23.7,D
-28.575,-49.525,310.4,1.8,1.3,2021-02-22,1350,T,60,6.0NRT,296.6,12.8,D
-28.577,-49.506,312.3,1.8,1.3,2021-02-22,1350,T,64,6.0NRT,296.9,15.2,D
-27.081,-60.462,334.9,1.6,1.3,2021-02-22,1350,T,84,6.0NRT,303.5,50.2,D
-27.084,-60.446,330.9,1.6,1.3,2021-02-22,1350,T,80,6.0NRT,302.9,37.6,D
-27.891,-55.729,320,1,1,2021-02-22,1350,T,61,6.0NRT,303.9,5.6,D
-27.893,-55.719,322,1,1,2021-02-22,1350,T,71,6.0NRT,303.8,7.4,D
-28.034,-55.695,318.5,1,1,2021-02-22,1350,T,59,6.0NRT,303,5.6,D
-28.855,-51.885,313.1,1.3,1.1,2021-02-22,1350,T,46,6.0NRT,299.7,8.5,D
-29.22,-51.339,316.3,1.4,1.2,2021-02-22,1350,T,53,6.0NRT,298.1,13.1,D
-29.222,-51.324,319.9,1.4,1.2,2021-02-22,1350,T,68,6.0NRT,298,18.8,D
-29.39,-51.116,311.9,1.4,1.2,2021-02-22,1350,T,57,6.0NRT,295.7,11.3,D
-28.391,-58.334,326.5,1.2,1.1,2021-02-22,1350,T,76,6.0NRT,301.5,18.4,D
-29.625,-51.781,316.6,1.3,1.1,2021-02-22,1350,T,67,6.0NRT,298.2,12.3,D
-29.636,-51.783,314.7,1.3,1.1,2021-02-22,1350,T,58,6.0NRT,298,10.1,D
-29.646,-51.963,315.5,1.3,1.1,2021-02-22,1350,T,63,6.0NRT,299.5,10.7,D
-28.302,-60.874,324.8,1.7,1.3,2021-02-22,1350,T,74,6.0NRT,302,22,D
-28.305,-60.857,328.9,1.7,1.3,2021-02-22,1350,T,79,6.0NRT,302,31.8,D
-28.436,-60.832,337,1.6,1.3,2021-02-22,1350,T,87,6.0NRT,303,54.9,D
-28.363,-61.28,322.9,1.8,1.3,2021-02-22,1350,T,72,6.0NRT,299.8,27.2,D
-28.445,-60.851,324.9,1.6,1.3,2021-02-22,1350,T,75,6.0NRT,302,23.9,D
-28.448,-60.834,334.8,1.6,1.3,2021-02-22,1350,T,85,6.0NRT,303,50,D
-28.451,-60.818,329.2,1.6,1.3,2021-02-22,1350,T,80,6.0NRT,302,32.3,D
-28.456,-60.854,355.8,1.6,1.3,2021-02-22,1350,T,98,6.0NRT,302.5,132.8,D
-28.459,-60.837,338.5,1.6,1.3,2021-02-22,1350,T,88,6.0NRT,300.7,61.7,D
-29.703,-61.005,313.5,1.6,1.2,2021-02-22,1350,T,44,6.0NRT,299.1,9.1,D
-29.711,-61.024,314.5,1.6,1.2,2021-02-22,1350,T,34,6.0NRT,298.8,10,D
-29.73,-61.046,328.4,1.6,1.2,2021-02-22,1350,T,80,6.0NRT,299,38.9,D
-29.733,-61.029,316.8,1.6,1.2,2021-02-22,1350,T,61,6.0NRT,298.3,14.9,D
-29.762,-61.303,324.6,1.6,1.3,2021-02-22,1350,T,75,6.0NRT,300,27.9,D
-29.774,-61.306,318.2,1.6,1.3,2021-02-22,1350,T,54,6.0NRT,299.3,13.6,D
-31.367,-52.927,336.1,1.2,1.1,2021-02-22,1350,T,88,6.0NRT,299.5,42.9,D
-31.368,-52.915,321.5,1.2,1.1,2021-02-22,1350,T,76,6.0NRT,299,19.1,D
-30.353,-60.24,318.8,1.4,1.2,2021-02-22,1350,T,68,6.0NRT,299.8,12.8,D
-30.448,-60.165,316.5,1.4,1.2,2021-02-22,1350,T,63,6.0NRT,300,9.9,D
-30.458,-60.168,336.2,1.4,1.2,2021-02-22,1350,T,87,6.0NRT,299.7,44.7,D
-30.461,-60.154,337.9,1.4,1.2,2021-02-22,1350,T,88,6.0NRT,299.7,48.4,D
-32.37,-54.17,315.6,1.1,1,2021-02-22,1350,T,27,6.0NRT,303,6.6,D
-32.684,-55.601,324.2,1,1,2021-02-22,1350,T,75,6.0NRT,303.6,13.4,D
-30.867,121.496,318.2,1.4,1.2,2021-02-22,1425,T,96,6.0NRT,295.2,23.7,N
-30.868,121.481,310.5,1.4,1.2,2021-02-22,1425,T,80,6.0NRT,295,14,N
55.818,-6.301,302.2,1.4,1.2,2021-02-22,1340,A,48,6.0NRT,281.3,13.1,D
11.073,-16.193,334.9,3,1.7,2021-02-22,1505,A,0,6.0NRT,303.4,131.4,D
11.072,-16.199,339.6,3,1.7,2021-02-22,1505,A,0,6.0NRT,303.3,170.8,D
11.6,-14.55,321.3,4.2,1.9,2021-02-22,1505,A,67,6.0NRT,302.2,66.3,D
11.602,-14.555,322.9,4.2,1.9,2021-02-22,1505,A,76,6.0NRT,302.3,79.4,D
11.711,-15.427,316.4,3.6,1.8,2021-02-22,1505,A,60,6.0NRT,301.9,35.3,D
12.682,-14.045,326.1,4.7,2,2021-02-22,1505,A,74,6.0NRT,306,107.3,D
12.678,-14.088,320.8,4.7,2,2021-02-22,1505,A,59,6.0NRT,304.9,57.3,D
12.683,-14.053,328.1,4.7,2,2021-02-22,1505,A,76,6.0NRT,306.1,128.7,D
12.683,-14.557,318.4,4.3,1.9,2021-02-22,1505,A,49,6.0NRT,304.3,45,D
12.735,-14.402,321.9,4.4,1.9,2021-02-22,1505,A,50,6.0NRT,305.1,57.6,D
12.777,-14.802,321.5,4.1,1.9,2021-02-22,1505,A,52,6.0NRT,305.5,51.7,D
12.691,-15.649,327.2,3.6,1.8,2021-02-22,1505,A,74,6.0NRT,305,87.7,D
12.842,-14.421,323.6,4.4,1.9,2021-02-22,1505,A,67,6.0NRT,305.3,68,D
12.707,-15.651,332,3.6,1.8,2021-02-22,1505,A,80,6.0NRT,305.2,127.4,D
12.702,-15.969,321.1,3.4,1.7,2021-02-22,1505,A,0,6.0NRT,305.7,40.9,D
12.872,-14.625,330.8,4.3,1.9,2021-02-22,1505,A,79,6.0NRT,306.3,134.8,D
12.907,-14.469,325.3,4.4,1.9,2021-02-22,1505,A,70,6.0NRT,306.4,75.9,D
12.842,-14.426,324.1,4.4,1.9,2021-02-22,1505,A,67,6.0NRT,305.3,70.3,D
12.697,-15.974,323.2,3.4,1.7,2021-02-22,1505,A,0,6.0NRT,305.9,52.6,D
12.873,-14.63,332.2,4.3,1.9,2021-02-22,1505,A,80,6.0NRT,306.1,150.8,D
12.907,-14.474,324.1,4.4,1.9,2021-02-22,1505,A,68,6.0NRT,306.4,69.8,D
12.856,-15.404,326.6,3.7,1.8,2021-02-22,1505,A,55,6.0NRT,305.5,92.6,D
12.852,-15.438,322.5,3.7,1.8,2021-02-22,1505,A,55,6.0NRT,304.3,64,D
12.849,-15.41,331.2,3.7,1.8,2021-02-22,1505,A,0,6.0NRT,306,129,D
12.845,-15.444,318.5,3.7,1.8,2021-02-22,1505,A,22,6.0NRT,304.5,36,D
12.94,-15.174,318.8,3.9,1.8,2021-02-22,1505,A,21,6.0NRT,303.9,36.7,D
12.957,-15.176,319,3.9,1.8,2021-02-22,1505,A,24,6.0NRT,303.9,38,D
12.945,-15.18,322.6,3.9,1.8,2021-02-22,1505,A,46,6.0NRT,304,61.4,D
13.063,-14.704,323.8,4.3,1.9,2021-02-22,1505,A,65,6.0NRT,306.1,67.1,D
12.99,-15.534,322.5,3.7,1.8,2021-02-22,1505,A,53,6.0NRT,305.5,49.8,D
12.986,-15.567,324.8,3.6,1.8,2021-02-22,1505,A,54,6.0NRT,304.4,63,D
13.097,-14.707,325.2,4.3,1.9,2021-02-22,1505,A,31,6.0NRT,304,70.6,D
13.009,-15.502,324.8,3.7,1.8,2021-02-22,1505,A,43,6.0NRT,306.1,59,D
13.006,-15.536,329.7,3.7,1.8,2021-02-22,1505,A,71,6.0NRT,307.3,97.3,D
13.002,-15.569,330.1,3.6,1.8,2021-02-22,1505,A,47,6.0NRT,306.3,94.7,D
13.131,-14.711,326.9,4.3,1.9,2021-02-22,1505,A,50,6.0NRT,303.8,89,D
12.983,-16.019,321.5,3.4,1.7,2021-02-22,1505,A,44,6.0NRT,306.2,37.8,D
13.153,-14.674,330.7,4.3,1.9,2021-02-22,1505,A,77,6.0NRT,304.7,125.8,D
13.002,-15.509,332.1,3.7,1.8,2021-02-22,1505,A,62,6.0NRT,306.1,113.1,D
12.999,-15.543,334.5,3.7,1.8,2021-02-22,1505,A,70,6.0NRT,306.8,131.2,D
13.101,-14.716,326.1,4.3,1.9,2021-02-22,1505,A,63,6.0NRT,304.1,88.6,D
12.979,-16.027,320.9,3.4,1.7,2021-02-22,1505,A,40,6.0NRT,306.1,36.3,D
13.139,-14.68,328.5,4.3,1.9,2021-02-22,1505,A,72,6.0NRT,305.6,105.9,D
13.135,-14.719,327.6,4.3,1.9,2021-02-22,1505,A,63,6.0NRT,303.5,98.6,D
12.995,-16.029,320.5,3.4,1.7,2021-02-22,1505,A,37,6.0NRT,305.1,34.5,D
13.157,-14.682,321.5,4.3,1.9,2021-02-22,1505,A,26,6.0NRT,304.3,45.4,D
13.075,-15.88,336.3,3.4,1.7,2021-02-22,1505,A,83,6.0NRT,307.9,136.6,D
13.071,-15.912,331.1,3.4,1.7,2021-02-22,1505,A,77,6.0NRT,307.5,91.2,D
13.154,-15.069,326.7,4,1.9,2021-02-22,1505,A,68,6.0NRT,307.6,73.3,D
13.084,-15.886,339.9,3.4,1.7,2021-02-22,1505,A,86,6.0NRT,307.2,171.7,D
13.08,-15.918,328.6,3.4,1.7,2021-02-22,1505,A,72,6.0NRT,307.4,72.5,D
13.234,-15.26,330.4,3.9,1.8,2021-02-22,1505,A,75,6.0NRT,309,98.2,D
13.254,-15.227,330.8,3.9,1.8,2021-02-22,1505,A,76,6.0NRT,308.6,99.3,D
13.25,-15.262,330,3.9,1.8,2021-02-22,1505,A,75,6.0NRT,307.9,92.9,D
13.245,-15.234,334.7,3.9,1.8,2021-02-22,1505,A,81,6.0NRT,309.2,138.1,D
13.241,-15.269,332.9,3.9,1.8,2021-02-22,1505,A,78,6.0NRT,308.6,120.6,D
13.145,-16.448,325.5,3.1,1.7,2021-02-22,1505,A,64,6.0NRT,304.8,62.6,D
13.765,-14.201,340.5,4.7,2,2021-02-22,1505,A,90,6.0NRT,306,269,D
13.76,-14.245,333.8,4.7,2,2021-02-22,1505,A,86,6.0NRT,306.2,169.4,D
13.782,-14.203,330.8,4.7,2,2021-02-22,1505,A,83,6.0NRT,307.7,130.2,D
13.778,-14.247,328.6,4.7,2,2021-02-22,1505,A,82,6.0NRT,306.3,104.5,D
13.762,-14.205,331,4.7,2,2021-02-22,1505,A,84,6.0NRT,305.8,133.8,D
13.758,-14.249,322.8,4.7,2,2021-02-22,1505,A,67,6.0NRT,305.8,43.6,D
13.78,-14.207,343.7,4.7,2,2021-02-22,1505,A,92,6.0NRT,307.7,317.3,D
13.776,-14.251,331.9,4.7,2,2021-02-22,1505,A,84,6.0NRT,306.3,141.3,D
14.612,-15.362,328.9,4,1.9,2021-02-22,1505,A,40,6.0NRT,312.8,69.1,D
14.599,-15.366,327.4,4,1.9,2021-02-22,1505,A,53,6.0NRT,312,59.6,D
14.616,-15.368,329.3,4,1.9,2021-02-22,1505,A,65,6.0NRT,312.6,74.3,D
3.287,113.086,303.1,1.7,1.3,2021-02-22,1435,T,17,6.0NRT,290.1,7.9,N
12.614,106.779,305.4,3.5,1.8,2021-02-22,1435,T,64,6.0NRT,293.7,33.8,N
12.956,107.469,305.8,3.1,1.7,2021-02-22,1435,T,66,6.0NRT,294.1,32.1,N
13.41,108.983,301.8,2.3,1.5,2021-02-22,1435,T,44,6.0NRT,289.2,18.3,N
13.066,105.923,305.9,4,1.9,2021-02-22,1435,T,66,6.0NRT,293,49.7,N
13.059,105.887,317.7,4.1,1.9,2021-02-22,1435,T,95,6.0NRT,293.3,117.1,N
13.071,105.917,310.9,4,1.9,2021-02-22,1435,T,81,6.0NRT,293.1,76.1,N
13.064,105.881,314.6,4.1,1.9,2021-02-22,1435,T,90,6.0NRT,293.2,98.4,N
13.663,105.37,305.2,4.3,1.9,2021-02-22,1435,T,63,6.0NRT,294.7,49.7,N
20.572,-76.344,315,2.3,1.5,2021-02-22,1515,T,61,6.0NRT,296.5,23.3,D
20.271,-77.031,314.3,2.6,1.6,2021-02-22,1515,T,55,6.0NRT,297.8,20.8,D
20.268,-77.006,314.4,2.6,1.6,2021-02-22,1515,T,60,6.0NRT,297.7,18.7,D
18.93,-70.352,308.7,1,1,2021-02-22,1515,T,39,6.0NRT,290.8,4.1,D
18.63,-69.306,313.9,1,1,2021-02-22,1515,T,51,6.0NRT,298.5,6.8,D
17.931,-71.425,310.6,1.1,1,2021-02-22,1515,T,40,6.0NRT,294.6,6.2,D
22.139,110.266,302.6,1.3,1.1,2021-02-22,1440,T,50,6.0NRT,288.3,9.6,N
22.771,111.907,305.4,1.1,1,2021-02-22,1440,T,64,6.0NRT,288.8,8.4,N
23.528,111.246,303.5,1.1,1.1,2021-02-22,1440,T,56,6.0NRT,288.9,7.2,N
23.537,111.245,301.4,1.1,1.1,2021-02-22,1440,T,41,6.0NRT,289.3,5.9,N
24.014,113.727,307.3,1,1,2021-02-22,1440,T,71,6.0NRT,288.5,8.9,N
24.024,113.729,328.1,1,1,2021-02-22,1440,T,100,6.0NRT,288.1,28,N
24.542,112.587,306.8,1,1,2021-02-22,1440,T,69,6.0NRT,287.2,8.9,N
24.557,109.608,304.9,1.3,1.1,2021-02-22,1440,T,62,6.0NRT,289,11.2,N
24.555,109.595,300.5,1.3,1.1,2021-02-22,1440,T,29,6.0NRT,288.2,7.4,N
25.311,114.195,310.5,1,1,2021-02-22,1440,T,80,6.0NRT,281.6,13.4,N
24.837,110.884,300.9,1.1,1.1,2021-02-22,1440,T,35,6.0NRT,288.2,6,N
26.02,112.74,307.6,1,1,2021-02-22,1440,T,72,6.0NRT,288.1,9.1,N
31.046,114.256,344.4,1.1,1.1,2021-02-22,1440,T,100,6.0NRT,286.5,65.4,N
31.045,114.244,306.9,1.1,1.1,2021-02-22,1440,T,70,6.0NRT,285.9,11.4,N
31.371,113.995,305,1.1,1.1,2021-02-22,1440,T,62,6.0NRT,284.7,10.5,N
31.291,109.1,300.1,1.1,1.1,2021-02-22,1440,T,17,6.0NRT,275.9,7.2,N
31.289,109.089,307.3,1.1,1.1,2021-02-22,1440,T,71,6.0NRT,277.5,12.1,N
-36.622,-72.082,311,3.1,1.7,2021-02-22,1530,T,34,6.0NRT,295,17.9,D
-37.469,-72.355,308.6,3,1.6,2021-02-22,1530,T,52,6.0NRT,293.5,22,D
11.631,-70.23,322.9,1,1,2021-02-22,1520,T,0,6.0NRT,301.4,11.2,D
11.034,-70.615,324,1,1,2021-02-22,1520,T,72,6.0NRT,305.8,8.9,D
10.426,-67.006,313.7,1.6,1.2,2021-02-22,1520,T,46,6.0NRT,298.8,13.2,D
10.063,-64.881,322.7,2.3,1.5,2021-02-22,1520,T,60,6.0NRT,300.2,39.1,D
10.06,-64.861,330.6,2.3,1.5,2021-02-22,1520,T,85,6.0NRT,300.2,69.8,D
10.05,-64.869,321.7,2.3,1.5,2021-02-22,1520,T,64,6.0NRT,298.4,38.6,D
10.351,-67.04,313.3,1.6,1.2,2021-02-22,1520,T,34,6.0NRT,297.9,10.7,D
10.358,-68.314,338.3,1.3,1.1,2021-02-22,1520,T,89,6.0NRT,300.5,49.9,D
9.501,-64.524,309.1,2.5,1.5,2021-02-22,1520,T,28,6.0NRT,283.7,20.3,D
10.061,-67.918,330,1.4,1.2,2021-02-22,1520,T,82,6.0NRT,301.7,32.4,D
10.059,-67.906,329.7,1.4,1.2,2021-02-22,1520,T,82,6.0NRT,301.8,33.1,D
9.78,-66.21,323.2,1.8,1.3,2021-02-22,1520,T,76,6.0NRT,297,24.9,D
9.778,-66.194,322,1.8,1.3,2021-02-22,1520,T,74,6.0NRT,296.6,22.6,D
9.651,-66.204,325.1,1.8,1.3,2021-02-22,1520,T,77,6.0NRT,297.6,28.9,D
9.642,-66.222,322.4,1.8,1.3,2021-02-22,1520,T,74,6.0NRT,296.7,23.4,D
9.639,-66.206,337.4,1.8,1.3,2021-02-22,1520,T,88,6.0NRT,295.8,70.4,D
10.468,-72.148,335.1,1,1,2021-02-22,1520,T,85,6.0NRT,302.3,24.1,D
10.466,-72.139,337.5,1,1,2021-02-22,1520,T,87,6.0NRT,302,27.8,D
9.751,-68.171,326.9,1.3,1.1,2021-02-22,1520,T,77,6.0NRT,300.6,22.6,D
9.749,-68.159,321.4,1.3,1.1,2021-02-22,1520,T,52,6.0NRT,300.8,13.4,D
9.741,-68.172,326.7,1.3,1.1,2021-02-22,1520,T,77,6.0NRT,301.8,21.7,D
9.739,-68.16,322.4,1.3,1.1,2021-02-22,1520,T,60,6.0NRT,301.6,14.1,D
9.741,-68.165,338.4,1.3,1.1,2021-02-22,1520,T,87,6.0NRT,302.3,45.1,D
9.547,-67.058,327.8,1.6,1.2,2021-02-22,1520,T,78,6.0NRT,298.2,29.2,D
9.75,-68.487,321.4,1.3,1.1,2021-02-22,1520,T,37,6.0NRT,301.3,11.1,D
9.624,-67.688,323,1.4,1.2,2021-02-22,1520,T,57,6.0NRT,300.9,14.8,D
9.738,-68.478,322.8,1.3,1.1,2021-02-22,1520,T,14,6.0NRT,301.6,12,D
9.607,-67.717,331.2,1.4,1.2,2021-02-22,1520,T,81,6.0NRT,302.6,31.4,D
9.725,-68.526,333.2,1.3,1.1,2021-02-22,1520,T,83,6.0NRT,300.2,32.4,D
9.405,-66.607,324.8,1.7,1.3,2021-02-22,1520,T,71,6.0NRT,300.8,22.3,D
9.388,-66.577,323.4,1.7,1.3,2021-02-22,1520,T,47,6.0NRT,299.3,18.9,D
9.385,-66.562,326.1,1.8,1.3,2021-02-22,1520,T,76,6.0NRT,299,27.2,D
9.408,-66.613,321.7,1.7,1.3,2021-02-22,1520,T,37,6.0NRT,301,14.8,D
9.389,-66.568,336.1,1.8,1.3,2021-02-22,1520,T,86,6.0NRT,299.8,58,D
9.508,-67.605,327.6,1.5,1.2,2021-02-22,1520,T,77,6.0NRT,298.2,24.9,D
9.525,-68.297,325.8,1.3,1.1,2021-02-22,1520,T,69,6.0NRT,300,17.1,D
9.523,-68.285,326.4,1.3,1.1,2021-02-22,1520,T,74,6.0NRT,300.1,18.1,D
9.515,-68.299,328.7,1.3,1.1,2021-02-22,1520,T,76,6.0NRT,298.8,21.8,D
9.513,-68.287,332,1.3,1.1,2021-02-22,1520,T,81,6.0NRT,300.4,27.8,D
10.041,-72.763,316.5,1,1,2021-02-22,1520,T,28,6.0NRT,293.6,9.5,D
9.632,-71.039,319.9,1,1,2021-02-22,1520,T,50,6.0NRT,298.3,9.2,D
9.833,-72.987,320,1.1,1,2021-02-22,1520,T,59,6.0NRT,300.1,12.3,D
8.912,-67.048,325.3,1.6,1.3,2021-02-22,1520,T,74,6.0NRT,302.5,23.3,D
8.913,-67.054,322.1,1.6,1.3,2021-02-22,1520,T,68,6.0NRT,303.1,17.1,D
8.99,-67.615,325.7,1.5,1.2,2021-02-22,1520,T,69,6.0NRT,301.8,17.4,D
8.979,-67.617,323.9,1.5,1.2,2021-02-22,1520,T,69,6.0NRT,302,14.9,D
8.764,-66.409,322.9,1.8,1.3,2021-02-22,1520,T,38,6.0NRT,299.9,24,D
9.051,-68.279,321.5,1.3,1.1,2021-02-22,1520,T,24,6.0NRT,301.9,11.9,D
9.049,-68.267,323,1.3,1.1,2021-02-22,1520,T,25,6.0NRT,304,14.9,D
8.903,-67.42,323.4,1.5,1.2,2021-02-22,1520,T,55,6.0NRT,301,12.1,D
9.749,-73.045,318.6,1.1,1,2021-02-22,1520,T,39,6.0NRT,301.6,10.9,D
8.723,-66.352,330.2,1.9,1.3,2021-02-22,1520,T,66,6.0NRT,299.3,37.3,D
9.992,-75.09,320.7,1.3,1.1,2021-02-22,1520,T,43,6.0NRT,299.1,12.8,D
9.964,-75.119,340.9,1.3,1.2,2021-02-22,1520,T,88,6.0NRT,299.4,55.3,D
9.962,-75.107,325.2,1.3,1.1,2021-02-22,1520,T,67,6.0NRT,300,19.8,D
8.494,-65.48,319.2,2.2,1.4,2021-02-22,1520,T,60,6.0NRT,292.6,31.1,D
8.321,-64.613,313.9,2.6,1.5,2021-02-22,1520,T,29,6.0NRT,292.3,31.5,D
8.495,-65.487,317.5,2.2,1.4,2021-02-22,1520,T,24,6.0NRT,292.8,25.7,D
9.451,-71.938,322,1,1,2021-02-22,1520,T,70,6.0NRT,292.9,13.7,D
8.723,-67.447,347.2,1.5,1.2,2021-02-22,1520,T,93,6.0NRT,300.8,86.1,D
9.627,-73.482,327.2,1.1,1,2021-02-22,1520,T,53,6.0NRT,308.8,7.9,D
9.604,-73.385,334.7,1.1,1,2021-02-22,1520,T,82,6.0NRT,306.3,22.1,D
9.596,-73.382,326.2,1.1,1,2021-02-22,1520,T,62,6.0NRT,305.6,10,D
8.682,-67.416,326.9,1.6,1.2,2021-02-22,1520,T,71,6.0NRT,299.8,24,D
8.699,-67.665,342.4,1.5,1.2,2021-02-22,1520,T,90,6.0NRT,303.4,61.9,D
9.658,-74.224,323.5,1.2,1.1,2021-02-22,1520,T,68,6.0NRT,305.1,9.2,D
8.756,-68.294,325.6,1.4,1.2,2021-02-22,1520,T,73,6.0NRT,301.1,18.5,D
8.693,-68.147,353.8,1.4,1.2,2021-02-22,1520,T,97,6.0NRT,302.8,97.5,D
8.691,-68.135,327.7,1.4,1.2,2021-02-22,1520,T,77,6.0NRT,300.2,25.4,D
8.164,-64.822,315.5,2.5,1.5,2021-02-22,1520,T,30,6.0NRT,293.4,29.6,D
9.535,-74.452,323.7,1.2,1.1,2021-02-22,1520,T,68,6.0NRT,303.7,10.6,D
8.209,-65.749,324.8,2.1,1.4,2021-02-22,1520,T,68,6.0NRT,294.8,40.9,D
8.197,-65.751,332.5,2.1,1.4,2021-02-22,1520,T,83,6.0NRT,294.7,68.1,D
9.446,-74.094,339.1,1.2,1.1,2021-02-22,1520,T,87,6.0NRT,308,32.2,D
9.445,-74.083,330.6,1.2,1.1,2021-02-22,1520,T,79,6.0NRT,307.7,16.2,D
7.738,-65.277,315.1,2.4,1.5,2021-02-22,1520,T,49,6.0NRT,294,28.6,D
9.059,-75.293,322.3,1.3,1.1,2021-02-22,1520,T,60,6.0NRT,301.5,9.2,D
9.058,-75.281,328.4,1.3,1.1,2021-02-22,1520,T,75,6.0NRT,302.5,20.7,D
7.483,-64.928,312.2,2.5,1.5,2021-02-22,1520,T,43,6.0NRT,292.3,26.1,D
7.484,-65.072,312.1,2.5,1.5,2021-02-22,1520,T,32,6.0NRT,291.3,23.3,D
7.481,-65.05,312.6,2.5,1.5,2021-02-22,1520,T,19,6.0NRT,291.3,27.2,D
7.728,-66.764,316.8,1.8,1.3,2021-02-22,1520,T,66,6.0NRT,295.7,17.2,D
7.738,-66.973,325,1.7,1.3,2021-02-22,1520,T,77,6.0NRT,292.7,34.1,D
7.726,-66.975,327.1,1.7,1.3,2021-02-22,1520,T,80,6.0NRT,293.9,37.4,D
8.693,-73.632,324.2,1.1,1,2021-02-22,1520,T,58,6.0NRT,305.1,7.9,D
8.644,-73.759,321.6,1.1,1,2021-02-22,1520,T,61,6.0NRT,301,9.9,D
7.882,-69.056,326.1,1.2,1.1,2021-02-22,1520,T,46,6.0NRT,302.9,12.5,D
7.872,-69.057,345.3,1.2,1.1,2021-02-22,1520,T,92,6.0NRT,303.1,53,D
7.37,-67.197,323,1.7,1.3,2021-02-22,1520,T,74,6.0NRT,294.1,25.9,D
7.372,-67.203,318.7,1.7,1.3,2021-02-22,1520,T,66,6.0NRT,295,19.1,D
7.37,-67.188,315.6,1.7,1.3,2021-02-22,1520,T,34,6.0NRT,294.2,12.3,D
7.516,-68.683,322.7,1.3,1.1,2021-02-22,1520,T,27,6.0NRT,303,12.4,D
7.269,-67.132,318.5,1.7,1.3,2021-02-22,1520,T,47,6.0NRT,296.6,15,D
